recording_id,speaker,audio_path,y_true,n_segments,split,PC1,PC2,class_name
sp8419__Lab41-SRI-VOiCES-src-sp8419-ch286667-sg0000,sp8419,VOiCES_devkit\source-16k\sp8419\Lab41-SRI-VOiCES-src-sp8419-ch286667-sg0000.wav,0,5,train,0.5649503,-0.024074674,not_allow
sp8419__Lab41-SRI-VOiCES-src-sp8419-ch293469-sg0009,sp8419,VOiCES_devkit\source-16k\sp8419\Lab41-SRI-VOiCES-src-sp8419-ch293469-sg0009.wav,0,6,train,0.613518,-0.06912343,not_allow
sp8425__Lab41-SRI-VOiCES-src-sp8425-ch246962-sg0014,sp8425,VOiCES_devkit\source-16k\sp8425\Lab41-SRI-VOiCES-src-sp8425-ch246962-sg0014.wav,0,6,train,0.3653837,0.06514901,not_allow
sp8425__Lab41-SRI-VOiCES-src-sp8425-ch287387-sg0026,sp8425,VOiCES_devkit\source-16k\sp8425\Lab41-SRI-VOiCES-src-sp8425-ch287387-sg0026.wav,0,6,train,0.6837045,-0.11788277,not_allow
sp8459__Lab41-SRI-VOiCES-src-sp8459-ch285137-sg0029,sp8459,VOiCES_devkit\source-16k\sp8459\Lab41-SRI-VOiCES-src-sp8459-ch285137-sg0029.wav,0,5,train,0.45784074,0.11763388,not_allow
sp8459__Lab41-SRI-VOiCES-src-sp8459-ch285173-sg0006,sp8459,VOiCES_devkit\source-16k\sp8459\Lab41-SRI-VOiCES-src-sp8459-ch285173-sg0006.wav,0,5,train,0.5442167,0.0509609,not_allow
sp8468__Lab41-SRI-VOiCES-src-sp8468-ch286673-sg0024,sp8468,VOiCES_devkit\source-16k\sp8468\Lab41-SRI-VOiCES-src-sp8468-ch286673-sg0024.wav,0,6,train,0.677977,-0.16427158,not_allow
sp8468__Lab41-SRI-VOiCES-src-sp8468-ch294887-sg0002,sp8468,VOiCES_devkit\source-16k\sp8468\Lab41-SRI-VOiCES-src-sp8468-ch294887-sg0002.wav,0,5,train,0.7076859,-0.036499858,not_allow
sp8575__Lab41-SRI-VOiCES-src-sp8575-ch290349-sg0025,sp8575,VOiCES_devkit\source-16k\sp8575\Lab41-SRI-VOiCES-src-sp8575-ch290349-sg0025.wav,0,6,train,0.35178325,0.078984916,not_allow
sp8575__Lab41-SRI-VOiCES-src-sp8575-ch290351-sg0001,sp8575,VOiCES_devkit\source-16k\sp8575\Lab41-SRI-VOiCES-src-sp8575-ch290351-sg0001.wav,0,5,train,0.18745355,0.23775262,not_allow
sp8605__Lab41-SRI-VOiCES-src-sp8605-ch276939-sg0025,sp8605,VOiCES_devkit\source-16k\sp8605\Lab41-SRI-VOiCES-src-sp8605-ch276939-sg0025.wav,0,6,train,0.67103153,-0.17450535,not_allow
sp8605__Lab41-SRI-VOiCES-src-sp8605-ch292138-sg0019,sp8605,VOiCES_devkit\source-16k\sp8605\Lab41-SRI-VOiCES-src-sp8605-ch292138-sg0019.wav,0,6,train,0.50070596,0.016619235,not_allow
sp8635__Lab41-SRI-VOiCES-src-sp8635-ch295756-sg0013,sp8635,VOiCES_devkit\source-16k\sp8635\Lab41-SRI-VOiCES-src-sp8635-ch295756-sg0013.wav,0,6,train,0.52158487,0.036395818,not_allow
sp8635__Lab41-SRI-VOiCES-src-sp8635-ch295761-sg0035,sp8635,VOiCES_devkit\source-16k\sp8635\Lab41-SRI-VOiCES-src-sp8635-ch295761-sg0035.wav,0,5,train,0.695322,-0.023324609,not_allow
sp8855__Lab41-SRI-VOiCES-src-sp8855-ch283228-sg0011,sp8855,VOiCES_devkit\source-16k\sp8855\Lab41-SRI-VOiCES-src-sp8855-ch283228-sg0011.wav,0,5,train,0.41856724,0.05110383,not_allow
sp8855__Lab41-SRI-VOiCES-src-sp8855-ch302395-sg0007,sp8855,VOiCES_devkit\source-16k\sp8855\Lab41-SRI-VOiCES-src-sp8855-ch302395-sg0007.wav,0,5,train,0.20873973,0.17517602,not_allow
p225__p225_001_mic1,p225,VOiCES_devkit\source-16k\p225\p225_001_mic1.wav,1,1,train,-0.6437498,-0.040329307,allow
p225__p225_002_mic1,p225,VOiCES_devkit\source-16k\p225\p225_002_mic1.wav,1,1,train,-0.625628,0.053769708,allow
p225__p225_004_mic1,p225,VOiCES_devkit\source-16k\p225\p225_004_mic1.wav,1,1,train,-0.6330007,0.048187524,allow
p225__p225_174_mic1,p225,VOiCES_devkit\source-16k\p225\p225_174_mic1.wav,1,1,train,-0.6421458,0.03241071,allow
p225__p225_175_mic1,p225,VOiCES_devkit\source-16k\p225\p225_175_mic1.wav,1,1,train,-0.6331136,0.04101175,allow
p225__p225_176_mic1,p225,VOiCES_devkit\source-16k\p225\p225_176_mic1.wav,1,1,train,-0.64364886,0.014606088,allow
p225__p225_179_mic1,p225,VOiCES_devkit\source-16k\p225\p225_179_mic1.wav,1,1,train,-0.4735687,0.08542943,allow
p225__p225_182_mic1,p225,VOiCES_devkit\source-16k\p225\p225_182_mic1.wav,1,1,train,-0.49919423,0.10737437,allow
p225__p225_191_mic1,p225,VOiCES_devkit\source-16k\p225\p225_191_mic1.wav,1,1,train,-0.66466784,-0.06242618,allow
p225__p225_192_mic1,p225,VOiCES_devkit\source-16k\p225\p225_192_mic1.wav,1,1,train,-0.6625879,-0.037692785,allow
p225__p225_193_mic2,p225,VOiCES_devkit\source-16k\p225\p225_193_mic2.wav,1,1,train,-0.4820277,0.07107863,allow
p225__p225_195_mic1,p225,VOiCES_devkit\source-16k\p225\p225_195_mic1.wav,1,1,train,-0.66336715,-0.08917445,allow
p225__p225_197_mic1,p225,VOiCES_devkit\source-16k\p225\p225_197_mic1.wav,1,1,train,-0.66554785,-0.088912204,allow
p225__p225_199_mic1,p225,VOiCES_devkit\source-16k\p225\p225_199_mic1.wav,1,1,train,-0.58970636,-0.11405885,allow
p225__p225_200_mic1,p225,VOiCES_devkit\source-16k\p225\p225_200_mic1.wav,1,1,train,-0.6609325,-0.088462934,allow
p225__p225_201_mic1,p225,VOiCES_devkit\source-16k\p225\p225_201_mic1.wav,1,1,train,-0.6017995,0.10244128,allow
p225__p225_202_mic1,p225,VOiCES_devkit\source-16k\p225\p225_202_mic1.wav,1,2,train,-0.6588579,-0.034960657,allow
p225__p225_203_mic1,p225,VOiCES_devkit\source-16k\p225\p225_203_mic1.wav,1,1,train,-0.6641167,-0.04590036,allow
p225__p225_218_mic1,p225,VOiCES_devkit\source-16k\p225\p225_218_mic1.wav,1,1,train,-0.6469626,0.010917723,allow
p225__p225_219_mic1,p225,VOiCES_devkit\source-16k\p225\p225_219_mic1.wav,1,1,train,-0.66196513,-0.03244233,allow
p225__p225_221_mic1,p225,VOiCES_devkit\source-16k\p225\p225_221_mic1.wav,1,1,train,-0.6588876,-0.026829183,allow
p225__p225_223_mic1,p225,VOiCES_devkit\source-16k\p225\p225_223_mic1.wav,1,1,train,-0.66439956,-0.0511069,allow
p225__p225_224_mic1,p225,VOiCES_devkit\source-16k\p225\p225_224_mic1.wav,1,2,train,-0.5634643,-0.11306228,allow
p225__p225_225_mic1,p225,VOiCES_devkit\source-16k\p225\p225_225_mic1.wav,1,1,train,-0.6622415,-0.06171085,allow
p225__p225_238_mic2,p225,VOiCES_devkit\source-16k\p225\p225_238_mic2.wav,1,1,train,-0.6574632,-0.048379436,allow
p225__p225_239_mic1,p225,VOiCES_devkit\source-16k\p225\p225_239_mic1.wav,1,1,train,-0.6526589,-0.001164496,allow
p225__p225_240_mic1,p225,VOiCES_devkit\source-16k\p225\p225_240_mic1.wav,1,1,train,-0.6190072,-0.051621184,allow
p225__p225_241_mic1,p225,VOiCES_devkit\source-16k\p225\p225_241_mic1.wav,1,1,train,-0.5971498,0.07682651,allow
p225__p225_242_mic1,p225,VOiCES_devkit\source-16k\p225\p225_242_mic1.wav,1,2,train,-0.5131862,-0.09499295,allow
p225__p225_243_mic1,p225,VOiCES_devkit\source-16k\p225\p225_243_mic1.wav,1,1,train,-0.6566957,-0.024211168,allow
p225__p225_244_mic1,p225,VOiCES_devkit\source-16k\p225\p225_244_mic1.wav,1,1,train,-0.6643526,-0.05434814,allow
p225__p225_248_mic1,p225,VOiCES_devkit\source-16k\p225\p225_248_mic1.wav,1,1,train,-0.66273713,-0.05564919,allow
p225__p225_253_mic1,p225,VOiCES_devkit\source-16k\p225\p225_253_mic1.wav,1,2,train,-0.5706205,-0.04236862,allow
p225__p225_254_mic1,p225,VOiCES_devkit\source-16k\p225\p225_254_mic1.wav,1,1,train,-0.6669599,-0.07773386,allow
p225__p225_257_mic1,p225,VOiCES_devkit\source-16k\p225\p225_257_mic1.wav,1,1,train,-0.6627632,-0.04509133,allow
p225__p225_258_mic1,p225,VOiCES_devkit\source-16k\p225\p225_258_mic1.wav,1,1,train,-0.6474059,0.0040932596,allow
p225__p225_264_mic2,p225,VOiCES_devkit\source-16k\p225\p225_264_mic2.wav,1,1,train,-0.61441284,0.019582033,allow
p225__p225_265_mic1,p225,VOiCES_devkit\source-16k\p225\p225_265_mic1.wav,1,1,train,-0.6635902,-0.048982903,allow
p225__p225_275_mic1,p225,VOiCES_devkit\source-16k\p225\p225_275_mic1.wav,1,2,train,-0.63345397,0.0029686987,allow
p225__p225_279_mic1,p225,VOiCES_devkit\source-16k\p225\p225_279_mic1.wav,1,2,train,-0.64145803,-0.08204587,allow
p225__p225_280_mic1,p225,VOiCES_devkit\source-16k\p225\p225_280_mic1.wav,1,1,train,-0.5314523,0.15732867,allow
p225__p225_285_mic1,p225,VOiCES_devkit\source-16k\p225\p225_285_mic1.wav,1,1,train,-0.66465175,-0.06632292,allow
p225__p225_286_mic1,p225,VOiCES_devkit\source-16k\p225\p225_286_mic1.wav,1,1,train,-0.6629306,-0.040797353,allow
p225__p225_287_mic1,p225,VOiCES_devkit\source-16k\p225\p225_287_mic1.wav,1,1,train,-0.6545691,-0.0056456923,allow
p225__p225_293_mic1,p225,VOiCES_devkit\source-16k\p225\p225_293_mic1.wav,1,2,train,-0.5790315,-0.07114427,allow
p225__p225_294_mic1,p225,VOiCES_devkit\source-16k\p225\p225_294_mic1.wav,1,1,train,-0.5839635,0.104427785,allow
p225__p225_297_mic1,p225,VOiCES_devkit\source-16k\p225\p225_297_mic1.wav,1,1,train,-0.6447742,0.021148384,allow
p225__p225_298_mic1,p225,VOiCES_devkit\source-16k\p225\p225_298_mic1.wav,1,1,train,-0.66272986,-0.03646317,allow
p225__p225_300_mic1,p225,VOiCES_devkit\source-16k\p225\p225_300_mic1.wav,1,1,train,-0.65711397,-0.052759618,allow
p225__p225_301_mic1,p225,VOiCES_devkit\source-16k\p225\p225_301_mic1.wav,1,1,train,-0.6396828,-0.01055181,allow
p225__p225_302_mic1,p225,VOiCES_devkit\source-16k\p225\p225_302_mic1.wav,1,1,train,-0.6618461,-0.0656953,allow
p225__p225_305_mic1,p225,VOiCES_devkit\source-16k\p225\p225_305_mic1.wav,1,1,train,0.18059586,0.084462196,allow
p225__p225_309_mic1,p225,VOiCES_devkit\source-16k\p225\p225_309_mic1.wav,1,1,train,-0.6644129,-0.07368013,allow
p225__p225_317_mic1,p225,VOiCES_devkit\source-16k\p225\p225_317_mic1.wav,1,2,train,-0.66067624,-0.043097466,allow
p225__p225_318_mic1,p225,VOiCES_devkit\source-16k\p225\p225_318_mic1.wav,1,2,train,-0.27847388,0.1132997,allow
p225__p225_319_mic1,p225,VOiCES_devkit\source-16k\p225\p225_319_mic1.wav,1,1,train,-0.66412985,-0.058783025,allow
p225__p225_320_mic1,p225,VOiCES_devkit\source-16k\p225\p225_320_mic1.wav,1,1,train,-0.6649403,-0.064175755,allow
p225__p225_322_mic1,p225,VOiCES_devkit\source-16k\p225\p225_322_mic1.wav,1,2,train,-0.5400801,-0.07662982,allow
p225__p225_324_mic1,p225,VOiCES_devkit\source-16k\p225\p225_324_mic1.wav,1,1,train,-0.6604848,-0.06192918,allow
p225__p225_325_mic1,p225,VOiCES_devkit\source-16k\p225\p225_325_mic1.wav,1,2,train,-0.50636035,-0.11504185,allow
p225__p225_334_mic1,p225,VOiCES_devkit\source-16k\p225\p225_334_mic1.wav,1,2,train,-0.46457502,-0.14415395,allow
p225__p225_335_mic1,p225,VOiCES_devkit\source-16k\p225\p225_335_mic1.wav,1,1,train,-0.66315037,-0.044010326,allow
p225__p225_337_mic1,p225,VOiCES_devkit\source-16k\p225\p225_337_mic1.wav,1,1,train,-0.66067857,-0.054986253,allow
p225__p225_346_mic1,p225,VOiCES_devkit\source-16k\p225\p225_346_mic1.wav,1,1,train,-0.6646679,-0.052637935,allow
p225__p225_349_mic1,p225,VOiCES_devkit\source-16k\p225\p225_349_mic1.wav,1,1,train,-0.65392935,-0.063478544,allow
p225__p225_352_mic1,p225,VOiCES_devkit\source-16k\p225\p225_352_mic1.wav,1,1,train,-0.6549271,-0.009434521,allow
p225__p225_353_mic1,p225,VOiCES_devkit\source-16k\p225\p225_353_mic1.wav,1,1,train,-0.6617207,-0.033245653,allow
p225__p225_354_mic1,p225,VOiCES_devkit\source-16k\p225\p225_354_mic1.wav,1,2,train,-0.4881226,0.0624249,allow
p225__p225_356_mic1,p225,VOiCES_devkit\source-16k\p225\p225_356_mic1.wav,1,1,train,-0.6646855,-0.052312225,allow
p225__p225_357_mic1,p225,VOiCES_devkit\source-16k\p225\p225_357_mic1.wav,1,1,train,-0.66619796,-0.07883209,allow
p225__p225_358_mic1,p225,VOiCES_devkit\source-16k\p225\p225_358_mic1.wav,1,2,train,-0.66171604,-0.04689756,allow
p225__p225_359_mic1,p225,VOiCES_devkit\source-16k\p225\p225_359_mic1.wav,1,1,train,-0.63690984,-0.027083725,allow
p225__p225_363_mic1,p225,VOiCES_devkit\source-16k\p225\p225_363_mic1.wav,1,1,train,-0.66425836,-0.049145505,allow
p225__p225_365_mic1,p225,VOiCES_devkit\source-16k\p225\p225_365_mic1.wav,1,1,train,-0.6325392,-0.1218787,allow
p225__p225_366_mic1,p225,VOiCES_devkit\source-16k\p225\p225_366_mic1.wav,1,2,train,-0.6192934,0.042662024,allow
p227__p227_001_mic1,p227,VOiCES_devkit\source-16k\p227\p227_001_mic1.wav,1,1,train,-0.65461147,-0.05888094,allow
p227__p227_002_mic1,p227,VOiCES_devkit\source-16k\p227\p227_002_mic1.wav,1,1,train,-0.6532475,-0.00041371584,allow
p227__p227_004_mic1,p227,VOiCES_devkit\source-16k\p227\p227_004_mic1.wav,1,2,train,-0.65290385,-0.037450075,allow
p227__p227_005_mic1,p227,VOiCES_devkit\source-16k\p227\p227_005_mic1.wav,1,3,train,-0.5529984,-0.08334312,allow
p227__p227_006_mic1,p227,VOiCES_devkit\source-16k\p227\p227_006_mic1.wav,1,2,train,-0.61242944,0.071006745,allow
p227__p227_008_mic1,p227,VOiCES_devkit\source-16k\p227\p227_008_mic1.wav,1,3,train,-0.62076795,-0.013917983,allow
p227__p227_013_mic1,p227,VOiCES_devkit\source-16k\p227\p227_013_mic1.wav,1,2,train,-0.66080517,-0.059022576,allow
p227__p227_014_mic1,p227,VOiCES_devkit\source-16k\p227\p227_014_mic1.wav,1,2,train,-0.6334655,0.019043595,allow
p227__p227_015_mic1,p227,VOiCES_devkit\source-16k\p227\p227_015_mic1.wav,1,2,train,-0.6329226,0.042695045,allow
p227__p227_016_mic1,p227,VOiCES_devkit\source-16k\p227\p227_016_mic1.wav,1,3,train,-0.52451086,-0.07074067,allow
p227__p227_017_mic1,p227,VOiCES_devkit\source-16k\p227\p227_017_mic1.wav,1,1,train,-0.6453745,0.01829338,allow
p227__p227_018_mic1,p227,VOiCES_devkit\source-16k\p227\p227_018_mic1.wav,1,2,train,-0.6555675,-0.011658877,allow
p227__p227_020_mic1,p227,VOiCES_devkit\source-16k\p227\p227_020_mic1.wav,1,2,train,-0.6137996,-0.09956612,allow
p227__p227_025_mic1,p227,VOiCES_devkit\source-16k\p227\p227_025_mic1.wav,1,1,train,-0.66627944,-0.06337844,allow
p227__p227_027_mic1,p227,VOiCES_devkit\source-16k\p227\p227_027_mic1.wav,1,1,train,-0.6658486,-0.062256917,allow
p227__p227_029_mic1,p227,VOiCES_devkit\source-16k\p227\p227_029_mic1.wav,1,1,train,-0.63263685,-0.11521353,allow
p227__p227_031_mic1,p227,VOiCES_devkit\source-16k\p227\p227_031_mic1.wav,1,1,train,-0.5896959,0.07809168,allow
p227__p227_033_mic1,p227,VOiCES_devkit\source-16k\p227\p227_033_mic1.wav,1,1,train,-0.66598517,-0.06565416,allow
p227__p227_034_mic1,p227,VOiCES_devkit\source-16k\p227\p227_034_mic1.wav,1,1,train,-0.63715625,-0.10469484,allow
p227__p227_035_mic1,p227,VOiCES_devkit\source-16k\p227\p227_035_mic1.wav,1,1,train,-0.66466475,-0.05472769,allow
p227__p227_036_mic1,p227,VOiCES_devkit\source-16k\p227\p227_036_mic1.wav,1,1,train,-0.62461394,0.018660814,allow
p227__p227_037_mic1,p227,VOiCES_devkit\source-16k\p227\p227_037_mic1.wav,1,1,train,-0.65294695,-0.019730479,allow
p227__p227_038_mic1,p227,VOiCES_devkit\source-16k\p227\p227_038_mic1.wav,1,1,train,-0.6604194,-0.04480298,allow
p227__p227_039_mic1,p227,VOiCES_devkit\source-16k\p227\p227_039_mic1.wav,1,1,train,-0.649652,-0.011636436,allow
p227__p227_040_mic1,p227,VOiCES_devkit\source-16k\p227\p227_040_mic1.wav,1,1,train,-0.66432965,-0.055394217,allow
p227__p227_041_mic1,p227,VOiCES_devkit\source-16k\p227\p227_041_mic1.wav,1,1,train,-0.6623272,-0.09179367,allow
p227__p227_042_mic1,p227,VOiCES_devkit\source-16k\p227\p227_042_mic1.wav,1,1,train,-0.66486436,-0.05864519,allow
p227__p227_043_mic1,p227,VOiCES_devkit\source-16k\p227\p227_043_mic1.wav,1,1,train,-0.664841,-0.07762268,allow
p227__p227_045_mic1,p227,VOiCES_devkit\source-16k\p227\p227_045_mic1.wav,1,1,train,-0.60238636,-0.04938613,allow
p227__p227_047_mic1,p227,VOiCES_devkit\source-16k\p227\p227_047_mic1.wav,1,1,train,-0.6590509,-0.029142141,allow
p227__p227_048_mic1,p227,VOiCES_devkit\source-16k\p227\p227_048_mic1.wav,1,1,train,-0.6623889,-0.04332231,allow
p227__p227_049_mic1,p227,VOiCES_devkit\source-16k\p227\p227_049_mic1.wav,1,1,train,-0.6657182,-0.102012575,allow
p227__p227_050_mic1,p227,VOiCES_devkit\source-16k\p227\p227_050_mic1.wav,1,1,train,-0.6632934,-0.0641657,allow
p227__p227_051_mic1,p227,VOiCES_devkit\source-16k\p227\p227_051_mic1.wav,1,1,train,-0.63111943,0.030691773,allow
p227__p227_052_mic1,p227,VOiCES_devkit\source-16k\p227\p227_052_mic1.wav,1,1,train,-0.4726691,0.23612726,allow
p227__p227_054_mic1,p227,VOiCES_devkit\source-16k\p227\p227_054_mic1.wav,1,1,train,-0.6654554,-0.093951374,allow
p227__p227_055_mic1,p227,VOiCES_devkit\source-16k\p227\p227_055_mic1.wav,1,1,train,-0.6606166,-0.07562362,allow
p227__p227_056_mic1,p227,VOiCES_devkit\source-16k\p227\p227_056_mic1.wav,1,1,train,-0.6606647,-0.10690126,allow
p227__p227_058_mic1,p227,VOiCES_devkit\source-16k\p227\p227_058_mic1.wav,1,1,train,-0.60278606,-0.14971633,allow
p227__p227_059_mic1,p227,VOiCES_devkit\source-16k\p227\p227_059_mic1.wav,1,1,train,-0.5020366,-0.25767833,allow
p227__p227_060_mic1,p227,VOiCES_devkit\source-16k\p227\p227_060_mic1.wav,1,2,train,-0.58857775,-0.13003588,allow
p227__p227_061_mic1,p227,VOiCES_devkit\source-16k\p227\p227_061_mic1.wav,1,2,train,-0.5768937,-0.10012743,allow
p227__p227_062_mic1,p227,VOiCES_devkit\source-16k\p227\p227_062_mic1.wav,1,1,train,-0.6532905,-0.07386547,allow
p227__p227_063_mic1,p227,VOiCES_devkit\source-16k\p227\p227_063_mic1.wav,1,1,train,-0.6623186,-0.08346273,allow
p227__p227_064_mic1,p227,VOiCES_devkit\source-16k\p227\p227_064_mic1.wav,1,2,train,-0.66389257,-0.06950343,allow
p227__p227_066_mic1,p227,VOiCES_devkit\source-16k\p227\p227_066_mic1.wav,1,1,train,-0.6398138,0.027558953,allow
p227__p227_067_mic1,p227,VOiCES_devkit\source-16k\p227\p227_067_mic1.wav,1,1,train,-0.65334094,-0.123904645,allow
p227__p227_068_mic1,p227,VOiCES_devkit\source-16k\p227\p227_068_mic1.wav,1,1,train,-0.649551,-0.12366845,allow
p227__p227_069_mic1,p227,VOiCES_devkit\source-16k\p227\p227_069_mic1.wav,1,1,train,-0.65271974,-0.008072495,allow
p227__p227_072_mic1,p227,VOiCES_devkit\source-16k\p227\p227_072_mic1.wav,1,2,train,-0.5265402,-0.06402023,allow
p227__p227_073_mic1,p227,VOiCES_devkit\source-16k\p227\p227_073_mic1.wav,1,1,train,-0.65482676,-0.11138728,allow
p227__p227_074_mic1,p227,VOiCES_devkit\source-16k\p227\p227_074_mic1.wav,1,1,train,-0.6621167,-0.07903877,allow
p227__p227_075_mic1,p227,VOiCES_devkit\source-16k\p227\p227_075_mic1.wav,1,1,train,-0.6482659,0.008832008,allow
p227__p227_077_mic1,p227,VOiCES_devkit\source-16k\p227\p227_077_mic1.wav,1,1,train,-0.66497153,-0.08167705,allow
p227__p227_078_mic1,p227,VOiCES_devkit\source-16k\p227\p227_078_mic1.wav,1,2,train,-0.32464588,-0.22812301,allow
p227__p227_082_mic1,p227,VOiCES_devkit\source-16k\p227\p227_082_mic1.wav,1,1,train,-0.5995949,0.028415471,allow
p227__p227_083_mic1,p227,VOiCES_devkit\source-16k\p227\p227_083_mic1.wav,1,1,train,-0.6497228,-0.12590465,allow
p227__p227_085_mic1,p227,VOiCES_devkit\source-16k\p227\p227_085_mic1.wav,1,1,train,-0.66554713,-0.0753476,allow
p227__p227_087_mic1,p227,VOiCES_devkit\source-16k\p227\p227_087_mic1.wav,1,2,train,-0.64432013,-0.08238685,allow
p227__p227_088_mic1,p227,VOiCES_devkit\source-16k\p227\p227_088_mic1.wav,1,1,train,-0.6645392,-0.08094983,allow
p228__p228_001_mic1,p228,VOiCES_devkit\source-16k\p228\p228_001_mic1.wav,1,1,train,-0.64638746,-0.09356791,allow
p228__p228_006_mic1,p228,VOiCES_devkit\source-16k\p228\p228_006_mic1.wav,1,2,train,-0.60586417,0.0804767,allow
p228__p228_008_mic1,p228,VOiCES_devkit\source-16k\p228\p228_008_mic1.wav,1,3,train,-0.5776701,0.13090354,allow
p228__p228_009_mic1,p228,VOiCES_devkit\source-16k\p228\p228_009_mic1.wav,1,2,train,-0.60373515,0.06062922,allow
p228__p228_014_mic1,p228,VOiCES_devkit\source-16k\p228\p228_014_mic1.wav,1,2,train,-0.6518473,-0.013121486,allow
p228__p228_016_mic1,p228,VOiCES_devkit\source-16k\p228\p228_016_mic1.wav,1,2,train,-0.60537994,0.10058978,allow
p228__p228_020_mic1,p228,VOiCES_devkit\source-16k\p228\p228_020_mic1.wav,1,2,train,-0.48603475,0.06373176,allow
p228__p228_021_mic1,p228,VOiCES_devkit\source-16k\p228\p228_021_mic1.wav,1,3,train,-0.65154094,0.0047178864,allow
p228__p228_023_mic1,p228,VOiCES_devkit\source-16k\p228\p228_023_mic1.wav,1,4,train,-0.5642259,0.10728431,allow
p228__p228_024_mic1,p228,VOiCES_devkit\source-16k\p228\p228_024_mic1.wav,1,3,train,-0.5461379,0.006367773,allow
p228__p228_026_mic1,p228,VOiCES_devkit\source-16k\p228\p228_026_mic1.wav,1,2,train,-0.6569676,-0.01905647,allow
p228__p228_031_mic1,p228,VOiCES_devkit\source-16k\p228\p228_031_mic1.wav,1,1,train,-0.581527,0.13251778,allow
p228__p228_032_mic1,p228,VOiCES_devkit\source-16k\p228\p228_032_mic1.wav,1,2,train,-0.6516495,-0.08397497,allow
p228__p228_033_mic1,p228,VOiCES_devkit\source-16k\p228\p228_033_mic1.wav,1,1,train,-0.6584183,-0.018475473,allow
p228__p228_034_mic1,p228,VOiCES_devkit\source-16k\p228\p228_034_mic1.wav,1,1,train,-0.6633445,-0.044268742,allow
p228__p228_036_mic1,p228,VOiCES_devkit\source-16k\p228\p228_036_mic1.wav,1,1,train,-0.664022,-0.058806255,allow
p228__p228_040_mic1,p228,VOiCES_devkit\source-16k\p228\p228_040_mic1.wav,1,1,train,-0.5674062,0.02586177,allow
p228__p228_041_mic1,p228,VOiCES_devkit\source-16k\p228\p228_041_mic1.wav,1,1,train,-0.6612371,-0.034515917,allow
p228__p228_044_mic1,p228,VOiCES_devkit\source-16k\p228\p228_044_mic1.wav,1,2,train,-0.5205732,-0.1483235,allow
p228__p228_045_mic1,p228,VOiCES_devkit\source-16k\p228\p228_045_mic1.wav,1,2,train,-0.5364102,0.00957042,allow
p228__p228_048_mic1,p228,VOiCES_devkit\source-16k\p228\p228_048_mic1.wav,1,2,train,-0.63977057,0.0028889477,allow
p228__p228_049_mic1,p228,VOiCES_devkit\source-16k\p228\p228_049_mic1.wav,1,1,train,-0.6669951,-0.07866566,allow
p228__p228_050_mic1,p228,VOiCES_devkit\source-16k\p228\p228_050_mic1.wav,1,1,train,-0.6571604,-0.026699036,allow
p228__p228_051_mic1,p228,VOiCES_devkit\source-16k\p228\p228_051_mic1.wav,1,1,train,-0.35052177,0.31878597,allow
p228__p228_054_mic1,p228,VOiCES_devkit\source-16k\p228\p228_054_mic1.wav,1,1,train,-0.61694956,0.027222276,allow
p228__p228_056_mic1,p228,VOiCES_devkit\source-16k\p228\p228_056_mic1.wav,1,1,train,-0.652277,-0.11254217,allow
p228__p228_057_mic1,p228,VOiCES_devkit\source-16k\p228\p228_057_mic1.wav,1,1,train,-0.66285974,-0.036760926,allow
p228__p228_060_mic1,p228,VOiCES_devkit\source-16k\p228\p228_060_mic1.wav,1,2,train,-0.4939295,-0.09923041,allow
p228__p228_061_mic1,p228,VOiCES_devkit\source-16k\p228\p228_061_mic1.wav,1,1,train,-0.5163811,0.12016857,allow
p228__p228_063_mic1,p228,VOiCES_devkit\source-16k\p228\p228_063_mic1.wav,1,1,train,-0.663272,-0.08639659,allow
p228__p228_066_mic1,p228,VOiCES_devkit\source-16k\p228\p228_066_mic1.wav,1,2,train,-0.66060686,-0.054004997,allow
p228__p228_067_mic1,p228,VOiCES_devkit\source-16k\p228\p228_067_mic1.wav,1,2,train,-0.5482146,-0.06957014,allow
p228__p228_068_mic1,p228,VOiCES_devkit\source-16k\p228\p228_068_mic1.wav,1,1,train,-0.62981117,0.03271839,allow
p228__p228_071_mic1,p228,VOiCES_devkit\source-16k\p228\p228_071_mic1.wav,1,1,train,-0.6653744,-0.07341185,allow
p228__p228_072_mic1,p228,VOiCES_devkit\source-16k\p228\p228_072_mic1.wav,1,1,train,-0.6614268,-0.06031105,allow
p228__p228_074_mic1,p228,VOiCES_devkit\source-16k\p228\p228_074_mic1.wav,1,1,train,-0.6656203,-0.06821652,allow
p228__p228_075_mic1,p228,VOiCES_devkit\source-16k\p228\p228_075_mic1.wav,1,2,train,-0.6475765,-0.046655282,allow
p228__p228_076_mic1,p228,VOiCES_devkit\source-16k\p228\p228_076_mic1.wav,1,1,train,-0.6618447,-0.053177506,allow
p228__p228_077_mic1,p228,VOiCES_devkit\source-16k\p228\p228_077_mic1.wav,1,1,train,-0.6472485,0.008833528,allow
p231__p231_001_mic1,p231,VOiCES_devkit\source-16k\p231\p231_001_mic1.wav,1,1,train,-0.66231936,-0.091839105,allow
p231__p231_003_mic1,p231,VOiCES_devkit\source-16k\p231\p231_003_mic1.wav,1,2,train,-0.656546,-0.014924377,allow
p231__p231_005_mic1,p231,VOiCES_devkit\source-16k\p231\p231_005_mic1.wav,1,2,train,-0.62471414,0.024227262,allow
