mode,split,recording_id,speaker,class_name,score,threshold,signed_margin,predicted_label
binary,valid,sp3389__Lab41-SRI-VOiCES-src-sp3389-ch013248-sg0023,sp3389,not_allow,0.14378229381206134,0.5700000000000001,-0.42621770618793875,0
prototype,valid,sp4859__Lab41-SRI-VOiCES-src-sp4859-ch022176-sg0008,sp4859,not_allow,0.43349123001098633,0.86,-0.42650876998901366,0
binary,train,p226__p226_187_mic1,p226,not_allow,0.14340786635875702,0.5700000000000001,-0.42659213364124304,0
binary,train,p225__p225_346_mic1,p225,allow,0.9969900846481323,0.5700000000000001,0.42699008464813226,1
binary,train,sp7148__Lab41-SRI-VOiCES-src-sp7148-ch007763-sg0027,sp7148,not_allow,0.14279435974700996,0.5700000000000001,-0.4272056402529901,0
prototype,train,sp7517__Lab41-SRI-VOiCES-src-sp7517-ch100442-sg0004,sp7517,not_allow,0.43260085582733154,0.86,-0.42739914417266844,0
prototype,train,sp7437__Lab41-SRI-VOiCES-src-sp7437-ch096153-sg0008,sp7437,not_allow,0.4320281744003296,0.86,-0.4279718255996704,0
prototype,train,sp0637__Lab41-SRI-VOiCES-src-sp0637-ch127597-sg0017,sp0637,not_allow,0.4299622178077698,0.86,-0.4300377821922302,0
binary,valid,sp0597__Lab41-SRI-VOiCES-src-sp0597-ch127694-sg0014,sp0597,not_allow,0.1398304266234239,0.5700000000000001,-0.43016957337657613,0
binary,train,sp4438__Lab41-SRI-VOiCES-src-sp4438-ch048525-sg0015,sp4438,not_allow,0.13979983950654665,0.5700000000000001,-0.43020016049345344,0
prototype,train,sp7867__Lab41-SRI-VOiCES-src-sp7867-ch110528-sg0013,sp7867,not_allow,0.4296846389770508,0.86,-0.4303153610229492,0
binary,valid,sp1212__Lab41-SRI-VOiCES-src-sp1212-ch075242-sg0016,sp1212,not_allow,0.13954668967441344,0.5700000000000001,-0.43045331032558665,0
prototype,train,sp0150__Lab41-SRI-VOiCES-src-sp0150-ch132655-sg0018,sp0150,not_allow,0.4293033182621002,0.86,-0.43069668173789977,0
binary,test,sp0606__Lab41-SRI-VOiCES-src-sp0606-ch130296-sg0014,sp0606,not_allow,0.13891868169109026,0.5700000000000001,-0.43108131830890983,0
binary,train,sp7705__Lab41-SRI-VOiCES-src-sp7705-ch101578-sg0014,sp7705,not_allow,0.13868739306926728,0.5700000000000001,-0.4313126069307328,0
prototype,train,sp6550__Lab41-SRI-VOiCES-src-sp6550-ch053320-sg0025,sp6550,not_allow,0.4284324049949646,0.86,-0.4315675950050354,0
binary,train,sp6395__Lab41-SRI-VOiCES-src-sp6395-ch087997-sg0045,sp6395,not_allow,0.13744367950130254,0.5700000000000001,-0.4325563204986975,0
binary,train,sp6385__Lab41-SRI-VOiCES-src-sp6385-ch034655-sg0015,sp6385,not_allow,0.13715258171820702,0.5700000000000001,-0.4328474182817931,0
binary,train,p226__p226_183_mic1,p226,not_allow,0.13707709312438965,0.5700000000000001,-0.4329229068756104,0
prototype,valid,sp7938__Lab41-SRI-VOiCES-src-sp7938-ch109179-sg0023,sp7938,not_allow,0.42688649892807007,0.86,-0.4331135010719299,0
prototype,train,sp7148__Lab41-SRI-VOiCES-src-sp7148-ch082991-sg0029,sp7148,not_allow,0.42679494619369507,0.86,-0.4332050538063049,0
binary,train,sp1456__Lab41-SRI-VOiCES-src-sp1456-ch139733-sg0006,sp1456,not_allow,0.13656031402448812,0.5700000000000001,-0.43343968597551197,0
binary,valid,sp4680__Lab41-SRI-VOiCES-src-sp4680-ch016026-sg0012,sp4680,not_allow,0.1364401278551668,0.5700000000000001,-0.43355987214483327,0
binary,train,sp5154__Lab41-SRI-VOiCES-src-sp5154-ch026559-sg0014,sp5154,not_allow,0.13637870545499026,0.5700000000000001,-0.4336212945450098,0
binary,test,sp1923__Lab41-SRI-VOiCES-src-sp1923-ch161972-sg0002,sp1923,not_allow,0.1362689904635772,0.5700000000000001,-0.43373100953642285,0
prototype,test,sp1926__Lab41-SRI-VOiCES-src-sp1926-ch147979-sg0011,sp1926,not_allow,0.42608126997947693,0.86,-0.43391873002052306,0
binary,train,p230__p230_019_mic1,p230,not_allow,0.13605545399089655,0.5700000000000001,-0.4339445460091035,0
prototype,train,p226__p226_144_mic1,p226,not_allow,0.42529329657554626,0.86,-0.4347067034244537,0
prototype,valid,sp0208__Lab41-SRI-VOiCES-src-sp0208-ch126851-sg0026,sp0208,not_allow,0.42507195472717285,0.86,-0.43492804527282714,0
binary,valid,sp2201__Lab41-SRI-VOiCES-src-sp2201-ch151776-sg0026,sp2201,not_allow,0.13468555143723884,0.5700000000000001,-0.43531444856276125,0
prototype,train,sp6395__Lab41-SRI-VOiCES-src-sp6395-ch087997-sg0045,sp6395,not_allow,0.42433980107307434,0.86,-0.43566019892692565,0
binary,train,sp8266__Lab41-SRI-VOiCES-src-sp8266-ch258262-sg0019,sp8266,not_allow,0.13414947277245423,0.5700000000000001,-0.4358505272275458,0
binary,valid,sp3521__Lab41-SRI-VOiCES-src-sp3521-ch175962-sg0016,sp3521,not_allow,0.13399077183566988,0.5700000000000001,-0.4360092281643302,0
prototype,valid,sp5935__Lab41-SRI-VOiCES-src-sp5935-ch055927-sg0020,sp5935,not_allow,0.42353856563568115,0.86,-0.43646143436431883,0
binary,test,sp5401__Lab41-SRI-VOiCES-src-sp5401-ch102526-sg0030,sp5401,not_allow,0.13346725503215567,0.5700000000000001,-0.4365327449678444,0
binary,valid,sp4116__Lab41-SRI-VOiCES-src-sp4116-ch013256-sg0047,sp4116,not_allow,0.13278993114363402,0.5700000000000001,-0.43721006885636604,0
binary,test,sp2162__Lab41-SRI-VOiCES-src-sp2162-ch164461-sg0022,sp2162,not_allow,0.132681536488235,0.5700000000000001,-0.43731846351176507,0
prototype,train,sp8459__Lab41-SRI-VOiCES-src-sp8459-ch285137-sg0029,sp8459,not_allow,0.42259150743484497,0.86,-0.437408492565155,0
binary,train,sp2196__Lab41-SRI-VOiCES-src-sp2196-ch170151-sg0020,sp2196,not_allow,0.1325535890258228,0.5700000000000001,-0.43744641097417725,0
binary,train,p226__p226_140_mic1,p226,not_allow,0.13233265280723572,0.5700000000000001,-0.43766734719276434,0
binary,train,sp0667__Lab41-SRI-VOiCES-src-sp0667-ch105002-sg0034,sp0667,not_allow,0.13174891691111648,0.5700000000000001,-0.4382510830888836,0
binary,test,sp1603__Lab41-SRI-VOiCES-src-sp1603-ch141713-sg0002,sp1603,not_allow,0.1314975733868778,0.5700000000000001,-0.4385024266131223,0
prototype,train,sp0492__Lab41-SRI-VOiCES-src-sp0492-ch131887-sg0009,sp0492,not_allow,0.42141324281692505,0.86,-0.43858675718307494,0
binary,train,sp0112__Lab41-SRI-VOiCES-src-sp0112-ch123216-sg0017,sp0112,not_allow,0.13068170100450516,0.5700000000000001,-0.4393182989954949,0
prototype,train,sp8266__Lab41-SRI-VOiCES-src-sp8266-ch258262-sg0019,sp8266,not_allow,0.4205700159072876,0.86,-0.4394299840927124,0
binary,train,sp6099__Lab41-SRI-VOiCES-src-sp6099-ch230928-sg0028,sp6099,not_allow,0.129909065469595,0.5700000000000001,-0.44009093453040504,0
binary,test,sp4064__Lab41-SRI-VOiCES-src-sp4064-ch077779-sg0028,sp4064,not_allow,0.12947075557895005,0.5700000000000001,-0.44052924442105,0
binary,valid,sp6518__Lab41-SRI-VOiCES-src-sp6518-ch066465-sg0028,sp6518,not_allow,0.12941712755709886,0.5700000000000001,-0.4405828724429012,0
binary,train,sp0492__Lab41-SRI-VOiCES-src-sp0492-ch131887-sg0009,sp0492,not_allow,0.12935089226812124,0.5700000000000001,-0.4406491077318788,0
binary,train,sp3070__Lab41-SRI-VOiCES-src-sp3070-ch166423-sg0042,sp3070,not_allow,0.12921371590346098,0.5700000000000001,-0.4407862840965391,0
binary,test,sp7540__Lab41-SRI-VOiCES-src-sp7540-ch101799-sg0011,sp7540,not_allow,0.12914303333188096,0.5700000000000001,-0.44085696666811913,0
prototype,train,sp1116__Lab41-SRI-VOiCES-src-sp1116-ch137572-sg0003,sp1116,not_allow,0.41898083686828613,0.86,-0.44101916313171385,0
binary,train,sp0480__Lab41-SRI-VOiCES-src-sp0480-ch126336-sg0000,sp0480,not_allow,0.12811641589117548,0.5700000000000001,-0.44188358410882456,0
prototype,train,p230__p230_034_mic1,p230,not_allow,0.4179709553718567,0.86,-0.4420290446281433,0
binary,valid,sp0296__Lab41-SRI-VOiCES-src-sp0296-ch142727-sg0007,sp0296,not_allow,0.12787573726382107,0.5700000000000001,-0.442124262736179,0
prototype,train,sp7148__Lab41-SRI-VOiCES-src-sp7148-ch007763-sg0027,sp7148,not_allow,0.4176258444786072,0.86,-0.4423741555213928,0
binary,valid,sp5333__Lab41-SRI-VOiCES-src-sp5333-ch005097-sg0010,sp5333,not_allow,0.12759646419726778,0.5700000000000001,-0.4424035358027323,0
binary,valid,sp0240__Lab41-SRI-VOiCES-src-sp0240-ch160592-sg0016,sp0240,not_allow,0.12722161792529127,0.5700000000000001,-0.44277838207470877,0
binary,train,sp0882__Lab41-SRI-VOiCES-src-sp0882-ch123268-sg0033,sp0882,not_allow,0.1270405835045191,0.5700000000000001,-0.442959416495481,0
binary,train,p226__p226_015_mic1,p226,not_allow,0.1268567107617855,0.5700000000000001,-0.44314328923821455,0
binary,valid,sp0510__Lab41-SRI-VOiCES-src-sp0510-ch130101-sg0001,sp0510,not_allow,0.12618109714239836,0.5700000000000001,-0.4438189028576017,0
prototype,train,sp7688__Lab41-SRI-VOiCES-src-sp7688-ch105390-sg0005,sp7688,not_allow,0.4155946969985962,0.86,-0.4444053030014038,0
prototype,test,sp7540__Lab41-SRI-VOiCES-src-sp7540-ch101799-sg0011,sp7540,not_allow,0.4153729975223541,0.86,-0.44462700247764586,0
binary,train,sp3368__Lab41-SRI-VOiCES-src-sp3368-ch170951-sg0019,sp3368,not_allow,0.12532908422872424,0.5700000000000001,-0.4446709157712758,0
binary,train,sp1970__Lab41-SRI-VOiCES-src-sp1970-ch010594-sg0035,sp1970,not_allow,0.12497600032171856,0.5700000000000001,-0.4450239996782815,0
binary,train,sp1867__Lab41-SRI-VOiCES-src-sp1867-ch154071-sg0017,sp1867,not_allow,0.12468849805494149,0.5700000000000001,-0.4453115019450586,0
binary,train,sp0242__Lab41-SRI-VOiCES-src-sp0242-ch122626-sg0031,sp0242,not_allow,0.12426021381785783,0.5700000000000001,-0.4457397861821422,0
prototype,train,sp0480__Lab41-SRI-VOiCES-src-sp0480-ch127525-sg0029,sp0480,not_allow,0.4140356481075287,0.86,-0.4459643518924713,0
binary,train,sp8605__Lab41-SRI-VOiCES-src-sp8605-ch292138-sg0019,sp8605,not_allow,0.12375169495741527,0.5700000000000001,-0.4462483050425848,0
prototype,valid,sp0307__Lab41-SRI-VOiCES-src-sp0307-ch127535-sg0005,sp0307,not_allow,0.4130558967590332,0.86,-0.4469441032409668,0
binary,test,sp0459__Lab41-SRI-VOiCES-src-sp0459-ch123443-sg0034,sp0459,not_allow,0.12290280381178793,0.5700000000000001,-0.44709719618821214,0
binary,train,sp1235__Lab41-SRI-VOiCES-src-sp1235-ch135887-sg0026,sp1235,not_allow,0.12227551400428638,0.5700000000000001,-0.4477244859957137,0
prototype,train,sp1867__Lab41-SRI-VOiCES-src-sp1867-ch154071-sg0017,sp1867,not_allow,0.41128289699554443,0.86,-0.44871710300445555,0
prototype,train,p226__p226_169_mic1,p226,not_allow,0.4107321500778198,0.86,-0.44926784992218016,0
binary,test,sp4899__Lab41-SRI-VOiCES-src-sp4899-ch032639-sg0029,sp4899,not_allow,0.12069340806920081,0.5700000000000001,-0.44930659193079925,0
binary,test,sp2137__Lab41-SRI-VOiCES-src-sp2137-ch131742-sg0024,sp2137,not_allow,0.1206657593138516,0.5700000000000001,-0.44933424068614847,0
binary,test,sp4535__Lab41-SRI-VOiCES-src-sp4535-ch279856-sg0025,sp4535,not_allow,0.1201483784049439,0.5700000000000001,-0.44985162159505615,0
binary,train,sp1970__Lab41-SRI-VOiCES-src-sp1970-ch026100-sg0005,sp1970,not_allow,0.11980169825255871,0.5700000000000001,-0.45019830174744135,0
binary,train,p226__p226_090_mic1,p226,not_allow,0.11955682188272476,0.5700000000000001,-0.4504431781172753,0
binary,train,sp5622__Lab41-SRI-VOiCES-src-sp5622-ch044586-sg0026,sp5622,not_allow,0.11881718691438437,0.5700000000000001,-0.4511828130856157,0
binary,train,p230__p230_037_mic1,p230,not_allow,0.11864562332630157,0.5700000000000001,-0.4513543766736985,0
binary,test,sp2074__Lab41-SRI-VOiCES-src-sp2074-ch147193-sg0015,sp2074,not_allow,0.11775619414402172,0.5700000000000001,-0.45224380585597834,0
binary,train,sp6519__Lab41-SRI-VOiCES-src-sp6519-ch231834-sg0004,sp6519,not_allow,0.11686022576850519,0.5700000000000001,-0.4531397742314949,0
binary,train,sp0925__Lab41-SRI-VOiCES-src-sp0925-ch008141-sg0001,sp0925,not_allow,0.11649579213311274,0.5700000000000001,-0.45350420786688733,0
binary,valid,sp4427__Lab41-SRI-VOiCES-src-sp4427-ch020028-sg0010,sp4427,not_allow,0.11648819295320816,0.5700000000000001,-0.4535118070467919,0
binary,train,sp4267__Lab41-SRI-VOiCES-src-sp4267-ch287369-sg0016,sp4267,not_allow,0.11518823642594118,0.5700000000000001,-0.4548117635740589,0
prototype,test,sp1226__Lab41-SRI-VOiCES-src-sp1226-ch141270-sg0023,sp1226,not_allow,0.40496620535850525,0.86,-0.45503379464149474,0
binary,train,sp3989__Lab41-SRI-VOiCES-src-sp3989-ch182402-sg0013,sp3989,not_allow,0.11490845666109333,0.5700000000000001,-0.4550915433389067,0
prototype,valid,sp8152__Lab41-SRI-VOiCES-src-sp8152-ch258974-sg0010,sp8152,not_allow,0.40437108278274536,0.86,-0.4556289172172546,0
prototype,train,sp6550__Lab41-SRI-VOiCES-src-sp6550-ch053343-sg0036,sp6550,not_allow,0.4041125178337097,0.86,-0.45588748216629027,0
binary,train,p226__p226_181_mic1,p226,not_allow,0.11383872479200363,0.5700000000000001,-0.45616127520799643,0
binary,train,sp1235__Lab41-SRI-VOiCES-src-sp1235-ch135884-sg0009,sp1235,not_allow,0.11383574580152829,0.5700000000000001,-0.4561642541984718,0
binary,test,sp8713__Lab41-SRI-VOiCES-src-sp8713-ch300047-sg0019,sp8713,not_allow,0.11343646864406765,0.5700000000000001,-0.4565635313559324,0
binary,train,sp2691__Lab41-SRI-VOiCES-src-sp2691-ch156755-sg0027,sp2691,not_allow,0.11326171471349274,0.5700000000000001,-0.45673828528650734,0
binary,test,sp1246__Lab41-SRI-VOiCES-src-sp1246-ch124548-sg0029,sp1246,not_allow,0.11290634132456034,0.5700000000000001,-0.4570936586754397,0
binary,train,sp0667__Lab41-SRI-VOiCES-src-sp0667-ch105002-sg0020,sp0667,not_allow,0.11250702713150532,0.5700000000000001,-0.4574929728684948,0
binary,train,sp4967__Lab41-SRI-VOiCES-src-sp4967-ch026553-sg0019,sp4967,not_allow,0.11243158175299565,0.5700000000000001,-0.4575684182470044,0
binary,test,sp7881__Lab41-SRI-VOiCES-src-sp7881-ch110131-sg0025,sp7881,not_allow,0.11214314517565072,0.5700000000000001,-0.45785685482434935,0
binary,train,sp0192__Lab41-SRI-VOiCES-src-sp0192-ch128344-sg0021,sp0192,not_allow,0.11178603600710631,0.5700000000000001,-0.45821396399289377,0
prototype,train,sp5622__Lab41-SRI-VOiCES-src-sp5622-ch044586-sg0026,sp5622,not_allow,0.4013404846191406,0.86,-0.45865951538085936,0
binary,train,sp5802__Lab41-SRI-VOiCES-src-sp5802-ch066347-sg0015,sp5802,not_allow,0.1112099327147007,0.5700000000000001,-0.45879006728529936,0
binary,train,p226__p226_176_mic1,p226,not_allow,0.11112630367279053,0.5700000000000001,-0.45887369632720953,0
binary,train,sp7932__Lab41-SRI-VOiCES-src-sp7932-ch093470-sg0011,sp7932,not_allow,0.11084840446710587,0.5700000000000001,-0.4591515955328942,0
binary,train,sp4160__Lab41-SRI-VOiCES-src-sp4160-ch014187-sg0021,sp4160,not_allow,0.11060560836146276,0.5700000000000001,-0.4593943916385373,0
binary,train,sp8459__Lab41-SRI-VOiCES-src-sp8459-ch285173-sg0006,sp8459,not_allow,0.11059550675563515,0.5700000000000001,-0.45940449324436494,0
binary,train,sp2289__Lab41-SRI-VOiCES-src-sp2289-ch152257-sg0026,sp2289,not_allow,0.10991569018612306,0.5700000000000001,-0.460084309813877,0
binary,valid,sp0770__Lab41-SRI-VOiCES-src-sp0770-ch043321-sg0013,sp0770,not_allow,0.10948368421910952,0.5700000000000001,-0.46051631578089053,0
binary,train,sp1841__Lab41-SRI-VOiCES-src-sp1841-ch150351-sg0015,sp1841,not_allow,0.1094271791613816,0.5700000000000001,-0.46057282083861845,0
binary,train,sp2060__Lab41-SRI-VOiCES-src-sp2060-ch150855-sg0019,sp2060,not_allow,0.10922068504927059,0.5700000000000001,-0.4607793149507295,0
prototype,test,sp0606__Lab41-SRI-VOiCES-src-sp0606-ch130296-sg0014,sp0606,not_allow,0.39912521839141846,0.86,-0.46087478160858153,0
binary,train,sp5731__Lab41-SRI-VOiCES-src-sp5731-ch050777-sg0011,sp5731,not_allow,0.1087495021832486,0.5700000000000001,-0.4612504978167515,0
binary,test,sp2952__Lab41-SRI-VOiCES-src-sp2952-ch000408-sg0023,sp2952,not_allow,0.10851369611918926,0.5700000000000001,-0.4614863038808108,0
prototype,test,sp2952__Lab41-SRI-VOiCES-src-sp2952-ch000408-sg0023,sp2952,not_allow,0.3982720971107483,0.86,-0.4617279028892517,0
prototype,train,sp5635__Lab41-SRI-VOiCES-src-sp5635-ch053458-sg0026,sp5635,not_allow,0.3979770839214325,0.86,-0.4620229160785675,0
binary,train,sp1874__Lab41-SRI-VOiCES-src-sp1874-ch143361-sg0038,sp1874,not_allow,0.10773143023252488,0.5700000000000001,-0.4622685697674752,0
binary,test,sp1482__Lab41-SRI-VOiCES-src-sp1482-ch140071-sg0034,sp1482,not_allow,0.10761286446359009,0.5700000000000001,-0.46238713553641,0
binary,train,sp3645__Lab41-SRI-VOiCES-src-sp3645-ch186230-sg0008,sp3645,not_allow,0.10701005533337593,0.5700000000000001,-0.46298994466662413,0
prototype,train,sp7705__Lab41-SRI-VOiCES-src-sp7705-ch101578-sg0001,sp7705,not_allow,0.39569804072380066,0.86,-0.4643019592761993,0
binary,train,sp4195__Lab41-SRI-VOiCES-src-sp4195-ch186236-sg0015,sp4195,not_allow,0.10549317199426393,0.5700000000000001,-0.4645068280057361,0
prototype,train,p226__p226_015_mic1,p226,not_allow,0.39519983530044556,0.86,-0.46480016469955443,0
binary,train,sp3816__Lab41-SRI-VOiCES-src-sp3816-ch290923-sg0003,sp3816,not_allow,0.10505518782883883,0.5700000000000001,-0.46494481217116124,0
binary,test,sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122159-sg0027,sp0196,not_allow,0.10443503473652527,0.5700000000000001,-0.4655649652634748,0
binary,train,sp4441__Lab41-SRI-VOiCES-src-sp4441-ch076250-sg0035,sp4441,not_allow,0.10412795577819149,0.5700000000000001,-0.46587204422180856,0
binary,train,sp5456__Lab41-SRI-VOiCES-src-sp5456-ch062014-sg0001,sp5456,not_allow,0.10393016126472503,0.5700000000000001,-0.466069838735275,0
binary,valid,sp1182__Lab41-SRI-VOiCES-src-sp1182-ch134316-sg0004,sp1182,not_allow,0.1038583223707974,0.5700000000000001,-0.46614167762920267,0
binary,train,sp2230__Lab41-SRI-VOiCES-src-sp2230-ch148550-sg0007,sp2230,not_allow,0.10377443143321823,0.5700000000000001,-0.4662255685667818,0
binary,train,sp5635__Lab41-SRI-VOiCES-src-sp5635-ch053458-sg0026,sp5635,not_allow,0.10369238404867549,0.5700000000000001,-0.4663076159513246,0
binary,test,sp0207__Lab41-SRI-VOiCES-src-sp0207-ch143321-sg0035,sp0207,not_allow,0.10364998613173763,0.5700000000000001,-0.4663500138682624,0
binary,test,sp7540__Lab41-SRI-VOiCES-src-sp7540-ch101258-sg0017,sp7540,not_allow,0.10299926452959578,0.5700000000000001,-0.46700073547040427,0
binary,test,sp6147__Lab41-SRI-VOiCES-src-sp6147-ch034605-sg0039,sp6147,not_allow,0.10243589276797138,0.5700000000000001,-0.4675641072320287,0
prototype,train,sp4441__Lab41-SRI-VOiCES-src-sp4441-ch076250-sg0035,sp4441,not_allow,0.3923477530479431,0.86,-0.46765224695205687,0
binary,train,sp7705__Lab41-SRI-VOiCES-src-sp7705-ch101578-sg0001,sp7705,not_allow,0.1020007630965362,0.5700000000000001,-0.46799923690346384,0
binary,train,sp6454__Lab41-SRI-VOiCES-src-sp6454-ch120342-sg0005,sp6454,not_allow,0.10152686778455973,0.5700000000000001,-0.46847313221544035,0
prototype,test,sp1246__Lab41-SRI-VOiCES-src-sp1246-ch124548-sg0029,sp1246,not_allow,0.3914101719856262,0.86,-0.46858982801437377,0
binary,test,sp7981__Lab41-SRI-VOiCES-src-sp7981-ch112057-sg0036,sp7981,not_allow,0.10109730965147416,0.5700000000000001,-0.4689026903485259,0
binary,valid,sp2012__Lab41-SRI-VOiCES-src-sp2012-ch139358-sg0032,sp2012,not_allow,0.10094383095080654,0.5700000000000001,-0.4690561690491935,0
binary,train,p226__p226_169_mic1,p226,not_allow,0.100884810090065,0.5700000000000001,-0.46911518990993506,0
binary,train,sp6499__Lab41-SRI-VOiCES-src-sp6499-ch057667-sg0021,sp6499,not_allow,0.10058924809466892,0.5700000000000001,-0.46941075190533116,0
prototype,valid,sp5126__Lab41-SRI-VOiCES-src-sp5126-ch027504-sg0002,sp5126,not_allow,0.3903491497039795,0.86,-0.4696508502960205,0
prototype,train,sp8605__Lab41-SRI-VOiCES-src-sp8605-ch292138-sg0019,sp8605,not_allow,0.38983237743377686,0.86,-0.47016762256622313,0
prototype,train,sp1271__Lab41-SRI-VOiCES-src-sp1271-ch128145-sg0002,sp1271,not_allow,0.3895103633403778,0.86,-0.4704896366596222,0
prototype,train,sp1963__Lab41-SRI-VOiCES-src-sp1963-ch147036-sg0026,sp1963,not_allow,0.3894931375980377,0.86,-0.47050686240196227,0
prototype,test,sp0606__Lab41-SRI-VOiCES-src-sp0606-ch130296-sg0029,sp0606,not_allow,0.38920170068740845,0.86,-0.47079829931259154,0
binary,valid,sp6518__Lab41-SRI-VOiCES-src-sp6518-ch066470-sg0020,sp6518,not_allow,0.09876606687903404,0.5700000000000001,-0.471233933120966,0
binary,train,sp3654__Lab41-SRI-VOiCES-src-sp3654-ch171138-sg0003,sp3654,not_allow,0.09865898410013567,0.5700000000000001,-0.4713410158998644,0
prototype,train,sp5802__Lab41-SRI-VOiCES-src-sp5802-ch066347-sg0015,sp5802,not_allow,0.3879668116569519,0.86,-0.4720331883430481,0
binary,train,sp5740__Lab41-SRI-VOiCES-src-sp5740-ch039910-sg0028,sp5740,not_allow,0.09784974138407658,0.5700000000000001,-0.47215025861592347,0
prototype,train,sp0204__Lab41-SRI-VOiCES-src-sp0204-ch148920-sg0005,sp0204,not_allow,0.38725531101226807,0.86,-0.4727446889877319,0
binary,train,sp5322__Lab41-SRI-VOiCES-src-sp5322-ch007680-sg0022,sp5322,not_allow,0.09706544171785936,0.5700000000000001,-0.4729345582821407,0
prototype,valid,sp0597__Lab41-SRI-VOiCES-src-sp0597-ch127694-sg0014,sp0597,not_allow,0.3870331346988678,0.86,-0.4729668653011322,0
binary,train,sp2481__Lab41-SRI-VOiCES-src-sp2481-ch156738-sg0011,sp2481,not_allow,0.09645728595205583,0.5700000000000001,-0.47354271404794424,0
prototype,train,p226__p226_009_mic1,p226,not_allow,0.3863929510116577,0.86,-0.47360704898834227,0
binary,test,sp5401__Lab41-SRI-VOiCES-src-sp5401-ch102526-sg0024,sp5401,not_allow,0.09637079791476329,0.5700000000000001,-0.4736292020852368,0
binary,train,sp1052__Lab41-SRI-VOiCES-src-sp1052-ch139307-sg0006,sp1052,not_allow,0.09615894782473333,0.5700000000000001,-0.47384105217526673,0
binary,test,sp4071__Lab41-SRI-VOiCES-src-sp4071-ch039616-sg0018,sp4071,not_allow,0.09499767477003236,0.5700000000000001,-0.4750023252299677,0
binary,test,sp1323__Lab41-SRI-VOiCES-src-sp1323-ch138548-sg0012,sp1323,not_allow,0.09410860133357346,0.5700000000000001,-0.4758913986664266,0
prototype,valid,sp5717__Lab41-SRI-VOiCES-src-sp5717-ch100145-sg0023,sp5717,not_allow,0.3840024471282959,0.86,-0.4759975528717041,0
binary,train,sp1963__Lab41-SRI-VOiCES-src-sp1963-ch147036-sg0026,sp1963,not_allow,0.09359188502033551,0.5700000000000001,-0.47640811497966457,0
binary,train,sp3483__Lab41-SRI-VOiCES-src-sp3483-ch119637-sg0002,sp3483,not_allow,0.09334169030189514,0.5700000000000001,-0.4766583096981049,0
prototype,test,sp3446__Lab41-SRI-VOiCES-src-sp3446-ch144019-sg0034,sp3446,not_allow,0.3833325505256653,0.86,-0.4766674494743347,0
prototype,train,sp1898__Lab41-SRI-VOiCES-src-sp1898-ch145702-sg0001,sp1898,not_allow,0.38310664892196655,0.86,-0.47689335107803343,0
binary,train,sp7437__Lab41-SRI-VOiCES-src-sp7437-ch117899-sg0005,sp7437,not_allow,0.09304435700178146,0.5700000000000001,-0.4769556429982186,0
binary,train,sp0637__Lab41-SRI-VOiCES-src-sp0637-ch127579-sg0002,sp0637,not_allow,0.09300512230644624,0.5700000000000001,-0.4769948776935538,0
binary,test,sp6241__Lab41-SRI-VOiCES-src-sp6241-ch061943-sg0024,sp6241,not_allow,0.09284144515792529,0.5700000000000001,-0.47715855484207476,0
binary,train,sp0118__Lab41-SRI-VOiCES-src-sp0118-ch121721-sg0026,sp0118,not_allow,0.09275087023464341,0.5700000000000001,-0.47724912976535666,0
prototype,test,sp2532__Lab41-SRI-VOiCES-src-sp2532-ch154838-sg0048,sp2532,not_allow,0.3827202022075653,0.86,-0.4772797977924347,0
binary,train,sp0093__Lab41-SRI-VOiCES-src-sp0093-ch126209-sg0001,sp0093,not_allow,0.09257715273512683,0.5700000000000001,-0.4774228472648732,0
binary,test,sp0949__Lab41-SRI-VOiCES-src-sp0949-ch138545-sg0032,sp0949,not_allow,0.09256636102994283,0.5700000000000001,-0.47743363897005725,0
binary,valid,sp0288__Lab41-SRI-VOiCES-src-sp0288-ch131220-sg0013,sp0288,not_allow,0.09241719442070462,0.5700000000000001,-0.47758280557929544,0
binary,test,sp0949__Lab41-SRI-VOiCES-src-sp0949-ch134657-sg0027,sp0949,not_allow,0.09211859628558158,0.5700000000000001,-0.47788140371441845,0
binary,train,p230__p230_062_mic1,p230,not_allow,0.09197872132062912,0.5700000000000001,-0.47802127867937094,0
prototype,valid,sp4331__Lab41-SRI-VOiCES-src-sp4331-ch057180-sg0028,sp4331,not_allow,0.3811652660369873,0.86,-0.4788347339630127,0
binary,train,sp5029__Lab41-SRI-VOiCES-src-sp5029-ch030593-sg0041,sp5029,not_allow,0.09087762500469883,0.5700000000000001,-0.47912237499530125,0
binary,train,sp0150__Lab41-SRI-VOiCES-src-sp0150-ch126112-sg0001,sp0150,not_allow,0.0905648404538321,0.5700000000000001,-0.47943515954616794,0
binary,train,sp1392__Lab41-SRI-VOiCES-src-sp1392-ch135654-sg0002,sp1392,not_allow,0.09020970509542774,0.5700000000000001,-0.4797902949045723,0
binary,train,sp2628__Lab41-SRI-VOiCES-src-sp2628-ch153964-sg0013,sp2628,not_allow,0.09011695518468817,0.5700000000000001,-0.4798830448153119,0
binary,test,sp5968__Lab41-SRI-VOiCES-src-sp5968-ch061356-sg0007,sp5968,not_allow,0.09004531994772454,0.5700000000000001,-0.47995468005227554,0
prototype,test,sp1401__Lab41-SRI-VOiCES-src-sp1401-ch146770-sg0003,sp1401,not_allow,0.3800008296966553,0.86,-0.4799991703033447,0
